settlement_id	languages	names_ara_common	names_ara_common_other	names_ara_search	names_ara_translit	names_ara_translit_other	names_eng_common	names_eng_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	coordinates
QATRABBUL_442E333N_S	['ara', 'eng']	قطربل	قطربل	قطربل					Qatrabbul	Qaṭrabbul	Qaṭrabbul	Iraq_RE	cornuData	towns	[44.24636, 33.39714]
AYWANA_442E338N_S	['ara', 'eng']	أيوانة	أيوانة، أوانة، أوانة	أيوانة					Aywana, Awana, Uwana	Aywānaŧ	Aywānaŧ, Awānaŧ, Uwānaŧ	Iraq_RE	cornuData	towns	[44.26367, 33.81321]
SUQASAD_442E324N_S	['ara', 'eng']	سوق أسد	سوق أسد	سوق أسد					Suq Asad	Sūq Asad	Sūq Asad	Iraq_RE	cornuData	villages	[44.29724, 32.48043]
FALLUJA_443E325N_S	['ara', 'eng']	فلوجة	فلوجة	فلوجة					Falluja	Fallūǧaŧ	Fallūǧaŧ	Iraq_RE	cornuData	towns	[44.3076, 32.55902]
NAJAF_443E319N_S	['ara', 'eng']	نجاف	نجاف	نجاف					Najaf	Naǧāf	Naǧāf	Iraq_RE	cornuData	villages	[44.33826, 31.98379]
HAMMAMIBNUMAR_443E323N_S	['ara', 'eng']	حمام إبن عمر	حمام إبن عمر	حمام إبن عمر					Hammam Ibn Umar	Ḥammām Ibn ʿUmar	Ḥammām Ibn ʿUmar	Iraq_RE	cornuData	towns	[44.34773, 32.39084]
QASRIBNHUBAYRA_443E327N_S	['ara', 'eng']	قصر إبن هبيرة	قصر إبن هبيرة	قصر إبن هبيرة					Qasr Ibn Hubayra	Qaṣr Ibn Hubayraŧ	Qaṣr Ibn Hubayraŧ	Iraq_RE	cornuData	towns	[44.34902, 32.70401]
KARKH_443E333N_S	['ara', 'eng']	الكرخ	الكرخ	الكرخ					al-Karkh	al-Karḫ	al-Karḫ	Iraq_RE	cornuData	quarters	[44.35293, 33.31703]
BAGHDAD_443E333N_S	['ara', 'eng']	بغداد	بغداد	بغداد					Baghdad	Baġdād	Baġdād	Iraq_RE	cornuData	metropoles	[44.35693, 33.35932]
BARADAN_443E335N_S	['ara', 'eng']	بردان	بردان	بردان					Baradan	Baradān	Baradān	Iraq_RE	cornuData	towns	[44.36092, 33.50829]
KHAWARNAQ_443E319N_S	['ara', 'eng']	الخورنق	الخورنق	الخورنق					al-Khawarnaq	al-Ḫawarnaq	al-Ḫawarnaq	Iraq_RE	cornuData	towns	[44.36286, 31.97375]
NAHRMALIK_443E330N_S	['ara', 'eng']	نهر الملك	نهر الملك	نهر الملك					Nahr al-Malik	Nahr al-Malik	Nahr al-Malik	Iraq_RE	cornuData	villages	[44.36455, 33.05406]
JISRSURA_443E326N_S	['ara', 'eng']	جسر سورا	جسر سورا، جسر سوران	جسر سورا					Jisr Sura, Jisr Suran	Ǧisr Sūrā	Ǧisr Sūrā, Ǧisr Sūrān	Iraq_RE	cornuData	towns	[44.36585, 32.64626]
SHAHI_443E322N_S	['ara', 'eng']	شاهي	شاهي، ساهي	شاهي					Shahi, Sahi	Šāhī	Šāhī, Sāhī	Iraq_RE	cornuData	waystations	[44.36844, 32.24535]
JISRKUTHA_443E328N_S	['ara', 'eng']	جسر كوثى	جسر كوثى	جسر كوثى					Jisr Kutha	Ǧisr Kūṯá	Ǧisr Kūṯá	Iraq_RE	cornuData	waystations	[44.36973, 32.87594]
SARSAR_443E331N_S	['ara', 'eng']	صرصر	صرصر، جسر صرصر	صرصر					Sarsar, Jisr Sarsar	Ṣarṣar	Ṣarṣar, Ǧisr Ṣarṣar	Iraq_RE	cornuData	villages	[44.37025, 33.10972]
HIRA_443E320N_S	['ara', 'eng']	الحيرة	الحيرة	الحيرة					al-Hira	al-Ḥīraŧ	al-Ḥīraŧ	Iraq_RE	cornuData	towns	[44.37232, 32.01734]
KUFA_443E320N_S	['ara', 'eng']	الكوفة	الكوفة	الكوفة					al-Kufa	al-Kūfaŧ	al-Kūfaŧ	Iraq_RE	cornuData	capitals	[44.39355, 32.03808]
BABIL_444E325N_S	['ara', 'eng']	بابل	بابل	بابل					Babil	Bābil	Bābil	Iraq_RE	cornuData	towns	[44.42281, 32.57211]
KALWADHA_444E333N_S	['ara', 'eng']	كلواذى	كلواذى	كلواذى					Kalwadha	Kalwāḏá	Kalwāḏá	Iraq_RE	cornuData	towns	[44.43153, 33.30144]
JAMIAN_444E324N_S	['ara', 'eng']	الجامعان	الجامعان، الجامعين	الجامعان					al-Jamian, al-Jamiayn	al-Ǧāmiʿān	al-Ǧāmiʿān, al-Ǧāmiʿayn	Iraq_RE	cornuData	towns	[44.43704, 32.48152]
NAHRSURA_444E325N_W	['ara', 'eng']	نهر سورا	نهر سورا	نهر سورا					Nahr Sura	Nahr Sūrā	Nahr Sūrā	Iraq_RE	cornuData	waters	[44.44611, 32.54156]
NAHRQATUL_444E339N_W	['ara', 'eng']	نهر القاطول	نهر القاطول	نهر القاطول					Nahr al-Qatul	Nahr al-Qāṭūl	Nahr al-Qāṭūl	Iraq_RE	cornuData	waters	[44.44618, 33.97797]
DAQUQA_444E351N_S	['ara', 'eng']	دقوقاء	دقوقاء	دقوقاء					Daquqa	Daqūqāʾ	Daqūqāʾ	Iraq_RE	cornuData	villages	[44.46217, 35.13976]
NAHRMALIK_445E329N_W	['ara', 'eng']	نهر الملك	نهر الملك	نهر الملك					Nahr al-Malik	Nahr al-Malik	Nahr al-Malik	Iraq_RE	cornuData	waters	[44.50953, 32.94875]
BADA_445E322N_S	['ara', 'eng']	بداة	بداة، بداة	بداة					Bada, Buda	Badāŧ	Badāŧ, Budāŧ	Iraq_RE	cornuData	towns	[44.54578, 32.25849]
NAHRAWAN_445E334N_S	['ara', 'eng']	النهروان	النهروان	النهروان					al-Nahrawan	al-Nahrawān	al-Nahrawān	Iraq_RE	cornuData	towns	[44.59405, 33.43161]
MADAIN_445E330N_S	['ara', 'eng']	المدائين	المدائين	المدائين					al-Madain	al-Madāʾīn	al-Madāʾīn	Iraq_RE	cornuData	towns	[44.59672, 33.09075]
KUTHARABBA_446E327N_S	['ara', 'eng']	كوثى ربة	كوثى ربة	كوثى ربة					Kutha Rabba	Kūṯá Rabbaŧ	Kūṯá Rabbaŧ	Iraq_RE	cornuData	towns	[44.62604, 32.75737]
BAJISRA_446E337N_S	['ara', 'eng']	باجسرى	باجسرى	باجسرى					Bajisra	Bāǧisrá	Bāǧisrá	Iraq_RE	cornuData	towns	[44.63801, 33.73126]
BUWAHRIZ_446E337N_S	['ara', 'eng']	بوهرز	بوهرز	بوهرز					Buwahriz	Buwahriz	Buwahriz	Iraq_RE	cornuData	towns	[44.64201, 33.70578]
BAQUBA_446E337N_S	['ara', 'eng']	بعقوبا	بعقوبا، باقوبة	بعقوبا					Baquba, Baquba	Baʿqūbā	Baʿqūbā, Bāqūbaŧ	Iraq_RE	cornuData	towns	[44.65666, 33.76006]
DAYRBAZAMA_447E336N_S	['ara', 'eng']	دير بازمة 	دير بازمة ،  دير تيرمة	دير بازمة 					Dayr Bazama ,  Dayr Tirma	Dayr Bāzamaŧ 	Dayr Bāzamaŧ ,  Dayr Tīrmaŧ	Iraq_RE	cornuData	waystations	[44.70196, 33.60709]
NAHRKUTHA_447E327N_W	['ara', 'eng']	نهر كوثى	نهر كوثى	نهر كوثى					Nahr Kutha	Nahr Kūṯá	Nahr Kūṯá	Iraq_RE	cornuData	waters	[44.72053, 32.7443]
SIB_448E329N_S	['ara', 'eng']	السيب	السيب	السيب					al-Sib	al-Sīb	al-Sīb	Iraq_RE	cornuData	towns	[44.8461, 32.97916]
NIL_448E325N_S	['ara', 'eng']	النيل	النيل	النيل					al-Nil	al-Nīl	al-Nīl	Iraq_RE	cornuData	towns	[44.89011, 32.511]
DASKARA_449E339N_S	['ara', 'eng']	دسكرة	دسكرة، دسكرة الملك	دسكرة					Daskara, Daskara al-Malik	Daskaraŧ	Daskaraŧ, Daskaraŧ al-Malik	Iraq_RE	cornuData	towns	[44.9231, 33.94151]
ABARTA_449E332N_S	['ara', 'eng']	عبرتا	عبرتا	عبرتا					Abarta	ʿAbartā	ʿAbartā	Iraq_RE	cornuData	towns	[44.93375, 33.20675]
NAHRNAHRAWAN_449E330N_W	['ara', 'eng']	نهر النهروان	نهر النهروان	نهر النهروان					Nahr al-Nahrawan	Nahr al-Nahrawān	Nahr al-Nahrawān	Iraq_RE	cornuData	waters	[44.97772, 33.09856]
DAYRAQUL_449E329N_S	['ara', 'eng']	دير العاقول	دير العاقول	دير العاقول					Dayr al-Aqul	Dayr al-ʿĀqūl	Dayr al-ʿĀqūl	Iraq_RE	cornuData	towns	[44.9846, 32.91181]
HARUNIYYA_450E339N_S	['ara', 'eng']	الهاروني	الهاروني، طرستان	الهاروني					al-Haruniyya, Tarastan	al-Hārūniyya	al-Hārūniyya, Ṭarastān	Iraq_RE	cornuData	towns	[45.01502, 33.97686]
NAHRNIL_451E325N_W	['ara', 'eng']	نهر النيل	نهر النيل	نهر النيل					Nahr al-Nil	Nahr al-Nīl	Nahr al-Nīl	Iraq_RE	cornuData	waters	[45.10369, 32.53829]
JALULA_451E341N_S	['ara', 'eng']	جلولا	جلولا	جلولا					Jalula	Ǧalūlā	Ǧalūlā	Iraq_RE	cornuData	towns	[45.11759, 34.17989]
BATAIH_452E319N_R	['ara', 'eng']	البطائح	البطائح، البطيحة	البطائح					al-Bataih, al-Batiha	al-Baṭāʾiḥ	al-Baṭāʾiḥ, al-Baṭīḥaŧ	Iraq_RE	cornuData	regions	[45.29796, 31.98716]
JARJARAYA_453E327N_S	['ara', 'eng']	جرجرايا	جرجرايا	جرجرايا					Jarjaraya	Ǧarǧarāyā	Ǧarǧarāyā	Iraq_RE	cornuData	towns	[45.31987, 32.74104]
NUMANIYYA_454E325N_S	['ara', 'eng']	النعمانية	النعمانية، تل نعمان	النعمانية					al-Numaniyya, Tall Numan	al-Nuʿmāniyyaŧ	al-Nuʿmāniyyaŧ, Tall Nuʿmān	Iraq_RE	cornuData	towns	[45.4265, 32.59694]
KHANIQIN_454E343N_S	['ara', 'eng']	خانقين	خانقين	خانقين					Khaniqin	Ḫāniqīn	Ḫāniqīn	Iraq_RE	cornuData	towns	[45.44708, 34.34844]
BANDANIJAN_454E337N_S	['ara', 'eng']	بندنيجان	بندنيجان، بندنيجين	بندنيجان					Bandanijan, Bandanijin	Bandanīǧān	Bandanīǧān, Bandanīǧīn	Iraq_RE	cornuData	towns	[45.48927, 33.71797]
QASRSHIRIN_456E344N_S	['ara', 'eng']	قصر شيرين	قصر شيرين	قصر شيرين					Qasr Shirin	Qaṣr Šīrīn	Qaṣr Šīrīn	Iraq_RE	cornuData	villages	[45.62659, 34.49996]
JABBUL_457E325N_S	['ara', 'eng']	جبول	جبول	جبول					Jabbul	Ǧabbūl	Ǧabbūl	Iraq_RE	cornuData	towns	[45.72633, 32.55466]
HULWAN_459E344N_S	['ara', 'eng']	حلوان	حلوان	حلوان					Hulwan	Ḥulwān	Ḥulwān	Iraq_RE	cornuData	capitals	[45.93468, 34.47862]
BADARAYA_459E330N_S	['ara', 'eng']	بادرايا	بادرايا	بادرايا					Badaraya	Bādarāyā	Bādarāyā	Iraq_RE	cornuData	towns	[45.93688, 33.09968]
NAHRSABUS_459E324N_S	['ara', 'eng']	نهر سابس	نهر سابس	نهر سابس					Nahr Sabus	Nahr Sābus	Nahr Sābus	Iraq_RE	cornuData	towns	[45.96969, 32.49681]
FAMSILH_461E324N_S	['ara', 'eng']	فم الصلح	فم الصلح	فم الصلح					Fam al-Silh	Fam al-Ṣilḥ	Fam al-Ṣilḥ	Iraq_RE	cornuData	towns	[46.1315, 32.46405]
WASIT_463E321N_S	['ara', 'eng']	واسط	واسط	واسط					Wasit	Wāsiṭ	Wāsiṭ	Iraq_RE	cornuData	capitals	[46.32308, 32.19497]
RUSAFA_463E317N_S	['ara', 'eng']	الرصافة	الرصافة	الرصافة					al-Rusafa	al-Ruṣāfaŧ	al-Ruṣāfaŧ	Iraq_RE	cornuData	waystations	[46.3645, 31.78987]
KASKAR_464E323N_R	['ara', 'eng']	كسكر	كسكر	كسكر					Kaskar	Kaskar	Kaskar	Iraq_RE	cornuData	regions	[46.41887, 32.32633]
NAHRDIJLA_464E325N_W	['ara', 'eng']	نهر دجلة	نهر دجلة	نهر دجلة					Nahr Dijla	Nahr Diǧlaŧ	Nahr Diǧlaŧ	Iraq_RE	cornuData	waters	[46.46676, 32.54047]
BAKUSAYA_464E329N_S	['ara', 'eng']	باكسايا	باكسايا	باكسايا					Bakusaya	Bākusāyā	Bākusāyā	Iraq_RE	cornuData	towns	[46.46935, 32.94441]
FARUTH_465E318N_S	['ara', 'eng']	الفاروث	الفاروث	الفاروث					al-Faruth	al-Fārūṯ	al-Fārūṯ	Iraq_RE	cornuData	waystations	[46.58171, 31.83729]
BADHIBIN_465E321N_S	['ara', 'eng']	باذبين	باذبين	باذبين					Badhibin	Bāḏibīn	Bāḏibīn	Iraq_RE	cornuData	towns	[46.59233, 32.17087]
QATR_466E317N_O	['ara', 'eng']	القطر	القطر	القطر					al-Qatr	al-Qaṭr	al-Qaṭr	Iraq_RE	cornuData	sites	[46.62959, 31.71519]
SIKR_467E321N_S	['ara', 'eng']	السكر	السكر	السكر					al-Sikr	al-Sikr	al-Sikr	Iraq_RE	cornuData	towns	[46.77226, 32.19607]
NAHRABIASAD_470E309N_W	['ara', 'eng']	نهر أبي الأسد	نهر أبي الأسد	نهر أبي الأسد					Nahr Abi al-Asad	Nahr Abī al-Asad	Nahr Abī al-Asad	Iraq_RE	cornuData	waters	[47.04854, 30.98302]
TIB_473E322N_S	['ara', 'eng']	الطيب	الطيب	الطيب					al-Tib	al-Ṭīb	al-Ṭīb	Iraq_RE	cornuData	towns	[47.30428, 32.22674]
ABDAS_473E314N_S	['ara', 'eng']	عبداس	عبداس	عبداس					Abdas	ʿAbdās	ʿAbdās	Iraq_RE	cornuData	towns	[47.33731, 31.46283]
MADHAR_473E314N_S	['ara', 'eng']	المذار	المذار	المذار					al-Madhar	al-Maḏār	al-Maḏār	Iraq_RE	cornuData	towns	[47.37621, 31.48197]
MAYSAN_474E314N_S	['ara', 'eng']	ميسان	ميسان	ميسان					Maysan	Maysān	Maysān	Iraq_RE	cornuData	towns	[47.47945, 31.41304]
NAHRAWRA_475E308N_W	['ara', 'eng']	نهر العورا	نهر العورا	نهر العورا					Nahr al-Awra	Nahr al-ʿAwrā	Nahr al-ʿAwrā	Iraq_RE	cornuData	waters	[47.55725, 30.86237]
NAHRMAQIL_476E304N_W	['ara', 'eng']	نهر المعقل	نهر المعقل	نهر المعقل					Nahr al-Maqil	Nahr al-Maʿqil	Nahr al-Maʿqil	Iraq_RE	cornuData	waters	[47.6964, 30.49305]
QURQUB_477E321N_S	['ara', 'eng']	قرقوب	قرقوب	قرقوب					Qurqub	Qurqūb	Qurqūb	Iraq_RE	cornuData	towns	[47.70188, 32.17254]
BASRA_477E304N_S	['ara', 'eng']	البصرة	البصرة	البصرة					al-Basra	al-Baṣraŧ	al-Baṣraŧ	Iraq_RE	cornuData	capitals	[47.71735, 30.40147]
NAHRUBULLA_478E304N_W	['ara', 'eng']	نهر الأبلة	نهر الأبلة	نهر الأبلة					Nahr al-Ubulla	Nahr al-Ubullaŧ	Nahr al-Ubullaŧ	Iraq_RE	cornuData	waters	[47.8146, 30.4105]
UBULLA_478E304N_S	['ara', 'eng']	الأبلة	الأبلة	الأبلة					al-Ubulla	al-Ubullaŧ	al-Ubullaŧ	Iraq_RE	cornuData	towns	[47.83555, 30.49692]
ABUKHASIB_479E304N_S	['ara', 'eng']	أبو الخصيب	أبو الخصيب	أبو الخصيب					Abu al-Khasib	Abū al-Ḫaṣīb	Abū al-Ḫaṣīb	Iraq_RE	cornuData	towns	[47.99265, 30.43759]
BAYAN_480E304N_S	['ara', 'eng']	بيان	بيان	بيان					Bayan	Bayān	Bayān	Iraq_RE	cornuData	towns	[48.03005, 30.46468]
ABBADAN_482E303N_S	['ara', 'eng']	عبادان	عبادان	عبادان					Abbadan	ʿAbbādān	ʿAbbādān	Iraq_RE	cornuData	towns	[48.27394, 30.33563]
HAQL_350E292N_S	['ara', 'eng']	الحقل	الحقل	الحقل					al-Haql	al-Ḥaql	al-Ḥaql	JaziratArab_RE	cornuData	waystations	[35.03845, 29.27449]
MADYANSHUAYB_350E284N_S	['ara', 'eng']	مدين شعيب	مدين شعيب	مدين شعيب					Madyan Shuayb	Madyan Šuʿayb	Madyan Šuʿayb	JaziratArab_RE	cornuData	waystations	[35.07298, 28.47663]
AYNUNA_351E281N_S	['ara', 'eng']	عينونة	عينونة	عينونة					Aynuna	ʿAynūnaŧ	ʿAynūnaŧ	JaziratArab_RE	cornuData	waystations	[35.19783, 28.1703]
SHARAFDHUNAML_351E289N_S	['ara', 'eng']	شرف ذو النمل	شرف ذو النمل، شرف البعل	شرف ذو النمل					Sharaf Dhu al-Naml, Sharaf al-Bal	Šaraf Ḏū al-Naml	Šaraf Ḏū al-Naml, Šaraf al-Baʿl	JaziratArab_RE	cornuData	waystations	[35.19783, 28.9426]
SALA_354E278N_S	['ara', 'eng']	الصلا	الصلا	الصلا					al-Sala	al-Ṣalā	al-Ṣalā	JaziratArab_RE	cornuData	waystations	[35.41578, 27.85039]
ARA_355E280N_S	['ara', 'eng']	الأعراء	الأعراء	الأعراء					al-Ara	al-Aʿrāʾ	al-Aʿrāʾ	JaziratArab_RE	cornuData	towns	[35.57504, 28.06253]
DABBA_357E273N_S	['ara', 'eng']	ضبا	ضبا، ظبا	ضبا					Dabba, Zabba	Ḍabbā	Ḍabbā, Ẓabbā	JaziratArab_RE	cornuData	waystations	[35.78604, 27.3269]
AWNID_359E270N_S	['ara', 'eng']	العونيد	العونيد	العونيد					al-Awnid	al-ʿAwnīd	al-ʿAwnīd	JaziratArab_RE	cornuData	towns	[35.99173, 27.00533]
KILABA_360E275N_S	['ara', 'eng']	كلابة	كلابة، كلاية	كلابة					Kilaba, Kilaya	Kilābaŧ	Kilābaŧ, Kilāyaŧ	JaziratArab_RE	cornuData	villages	[36.07695, 27.50168]
NABK_362E267N_S	['ara', 'eng']	النبك	النبك	النبك					al-Nabk	al-Nabk	al-Nabk	JaziratArab_RE	cornuData	waystations	[36.24739, 26.71435]
SAGHB_364E271N_S	['ara', 'eng']	سغب	سغب	سغب					Saghb	Saġb	Saġb	JaziratArab_RE	cornuData	waystations	[36.47366, 27.19891]
RUHBA_364E276N_R	['ara', 'eng']	رحبة	رحبة، رحبة	رحبة					Ruhba, Rahaba	Ruḥbaŧ	Ruḥbaŧ, Raḥabaŧ	JaziratArab_RE	cornuData	regions	[36.48835, 27.67097]
WAJH_365E262N_S	['ara', 'eng']	الوجه	الوجه	الوجه					al-Wajh	al-Waǧh	al-Waǧh	JaziratArab_RE	cornuData	waystations	[36.5001, 26.29359]
BADAYAQUB_367E270N_S	['ara', 'eng']	بداء يعقوب	بداء يعقوب	بداء يعقوب					Bada Yaqub	Badāʾ Yaʿqūb	Badāʾ Yaʿqūb	JaziratArab_RE	cornuData	waystations	[36.74694, 27.03413]
BAYDA_370E267N_S	['ara', 'eng']	البيضاء	البيضاء	البيضاء					al-Bayda	al-Bayḍāʾ	al-Bayḍāʾ	JaziratArab_RE	cornuData	waystations	[37.01435, 26.79044]
HAWRA_373E250N_S	['ara', 'eng']	الحوراء	الحوراء	الحوراء					al-Hawra	al-Ḥawrāʾ	al-Ḥawrāʾ	JaziratArab_RE	cornuData	towns	[37.33759, 25.0302]
HIJRSALIH_379E268N_S	['ara', 'eng']	حجر صالح	حجر صالح، الحجر	حجر صالح					Hijr Salih, al-Hijr	Ḥiǧr Ṣāliḥ	Ḥiǧr Ṣāliḥ, al-Ḥiǧr	JaziratArab_RE	cornuData	towns	[37.93999, 26.86125]
QURH_379E265N_S	['ara', 'eng']	قرح	قرح	قرح					Qurh	Qurḥ	Qurḥ	JaziratArab_RE	cornuData	capitals	[37.99288, 26.55412]
RASAYN_380E250N_S	['ara', 'eng']	رأس العين	رأس العين	رأس العين					Ras al-Ayn	Raʾs al-ʿAyn	Raʾs al-ʿAyn	JaziratArab_RE	cornuData	waystations	[38.05459, 25.06481]
YANBU_381E241N_S	['ara', 'eng']	ينبع	ينبع	ينبع					Yanbu	Yanbuʿ	Yanbuʿ	JaziratArab_RE	cornuData	towns	[38.12512, 24.1082]
WADIQURA_382E256N_W	['ara', 'eng']	وادي القرى	وادي القرى	وادي القرى					Wadi al-Qura	Wādī al-Qurá	Wādī al-Qurá	JaziratArab_RE	cornuData	waters	[38.29849, 25.67549]
SUQYAYAZID_383E261N_S	['ara', 'eng']	سقياء يزيد	سقياء يزيد، السقياء	سقياء يزيد					Suqya Yazid, al-Suqya	Suqyāʾ Yazīd	Suqyāʾ Yazīd, al-Suqyāʾ	JaziratArab_RE	cornuData	towns	[38.35433, 26.15916]
JAR_385E238N_S	['ara', 'eng']	الجار	الجار	الجار					al-Jar	al-Ǧār	al-Ǧār	JaziratArab_RE	cornuData	towns	[38.50713, 23.8182]
MARWA_385E257N_S	['ara', 'eng']	المروة	المروة، ذو المروة	المروة					al-Marwa, Dhu al-Marwa	al-Marwaŧ	al-Marwaŧ, Ḏū al-Marwaŧ	JaziratArab_RE	cornuData	towns	[38.58647, 25.71785]
BADR_388E237N_S	['ara', 'eng']	بدر	بدر	بدر					Badr	Badr	Badr	JaziratArab_RE	cornuData	towns	[38.80098, 23.72676]
HADHA_388E254N_S	['ara', 'eng']	حذة	حذة	حذة					Hadha	Ḥaḏaŧ	Ḥaḏaŧ	JaziratArab_RE	cornuData	towns	[38.85976, 25.46077]
SAFRA_389E240N_S	['ara', 'eng']	الصفراء	الصفراء	الصفراء					al-Safra	al-Ṣafrāʾ	al-Ṣafrāʾ	JaziratArab_RE	cornuData	villages	[38.95085, 24.03308]
HIJAZ_390E235N_R	['ara', 'eng']	الحجاز	الحجاز	الحجاز					al-Hijaz	al-Ḥiǧāz	al-Ḥiǧāz	JaziratArab_RE	cornuData	regions	[39.02138, 23.51137]
SUWAYDA_390E250N_S	['ara', 'eng']	السويداء	السويداء، السويدية	السويداء					al-Suwayda, al-Suwaydiyya	al-Suwaydāʾ	al-Suwaydāʾ, al-Suwaydiyyaŧ	JaziratArab_RE	cornuData	villages	[39.03019, 25.04884]
WADIFUR_390E230N_W	['ara', 'eng']	وادي فرع	وادي فرع	وادي فرع					Wadi Fur	Wādī Furʿ	Wādī Furʿ	JaziratArab_RE	cornuData	waters	[39.0919, 23.06872]
ABWA_390E232N_S	['ara', 'eng']	الأبواء	الأبواء	الأبواء					al-Abwa	al-Abwāʾ	al-Abwāʾ	JaziratArab_RE	cornuData	waystations	[39.09484, 23.22814]
JUHFA_391E226N_S	['ara', 'eng']	الجحفة	الجحفة	الجحفة					al-Juhfa	al-Ǧuḥfaŧ	al-Ǧuḥfaŧ	JaziratArab_RE	cornuData	towns	[39.12422, 22.60833]
JUDDA_391E214N_S	['ara', 'eng']	جدة	جدة	جدة					Judda	Ǧuddaŧ	Ǧuddaŧ	JaziratArab_RE	cornuData	towns	[39.1779, 21.46201]
ARJ_392E238N_O	['ara', 'eng']	العرج	العرج	العرج					al-Arj	al-ʿArǧ	al-ʿArǧ	JaziratArab_RE	cornuData	sites	[39.20944, 23.85851]
SUQYABANUGHIFAR_392E235N_S	['ara', 'eng']	سقياء بنو غفار	سقياء بنو غفار	سقياء بنو غفار					Suqya Banu Ghifar	Suqyāʾ Banū Ġifār	Suqyāʾ Banū Ġifār	JaziratArab_RE	cornuData	waystations	[39.23295, 23.58141]
RUWAYTHA_392E240N_S	['ara', 'eng']	رويثة	رويثة	رويثة					Ruwaytha	Ruwayṯaŧ	Ruwayṯaŧ	JaziratArab_RE	cornuData	waystations	[39.23589, 24.01966]
KHAYBAR_392E257N_S	['ara', 'eng']	خيبر	خيبر	خيبر					Khaybar	Ḫaybar	Ḫaybar	JaziratArab_RE	cornuData	towns	[39.26821, 25.78667]
DHUKHUSHUB_392E247N_S	['ara', 'eng']	ذو خشب	ذو خشب	ذو خشب					Dhu Khushub	Ḏū Ḫušub	Ḏū Ḫušub	JaziratArab_RE	cornuData	waystations	[39.29172, 24.72896]
RAWHA_392E241N_S	['ara', 'eng']	روحاء	روحاء	روحاء					Rawha	Rawḥāʾ	Rawḥāʾ	JaziratArab_RE	cornuData	waystations	[39.2976, 24.11893]
SAYYALA_393E241N_S	['ara', 'eng']	سيالة	سيالة	سيالة					Sayyala	Sayyālaŧ	Sayyālaŧ	JaziratArab_RE	cornuData	waystations	[39.35343, 24.19669]
FADAK_393E252N_S	['ara', 'eng']	فدك	فدك	فدك					Fadak	Fadak	Fadak	JaziratArab_RE	cornuData	villages	[39.374, 25.24834]
KHULAYS_394E221N_S	['ara', 'eng']	خليص	خليص	خليص					Khulays	Ḫulayṣ	Ḫulayṣ	JaziratArab_RE	cornuData	towns	[39.41808, 22.10557]
MALAL_394E242N_S	['ara', 'eng']	ملل	ملل	ملل					Malal	Malal	Malal	JaziratArab_RE	cornuData	waystations	[39.45628, 24.29047]
USFAN_394E218N_S	['ara', 'eng']	عسفان	عسفان	عسفان					Usfan	ʿUsfān	ʿUsfān	JaziratArab_RE	cornuData	waystations	[39.46144, 21.88079]
BAHRQULZUM_394E190N_W	['ara', 'eng']	بحر القلزم	بحر القلزم	بحر القلزم					Bahr al-Qulzum	Baḥr al-Qulzum	Baḥr al-Qulzum	JaziratArab_RE	cornuData	waters	[39.48379, 19.02737]
DHUHULAYFA_395E244N_S	['ara', 'eng']	ذو الحليفة	ذو الحليفة	ذو الحليفة					Dhu al-Hulayfa	Ḏū al-Ḥulayfaŧ	Ḏū al-Ḥulayfaŧ	JaziratArab_RE	cornuData	villages	[39.56501, 24.40558]
KHAYM_395E223N_S	['ara', 'eng']	الخيم	الخيم، خيم أم معبد، قديد	الخيم					al-Khaym, Khaym Umm Mabad, Qudayd	al-Ḫaym	al-Ḫaym, Ḫaym Umm Maʿbad, Qudayd	JaziratArab_RE	cornuData	villages	[39.56795, 22.38571]
QURAYN_395E214N_S	['ara', 'eng']	قرين	قرين	قرين					Qurayn	Qurayn	Qurayn	JaziratArab_RE	cornuData	villages	[39.57789, 21.41489]
QUBA_395E244N_S	['ara', 'eng']	قبا	قبا	قبا					Quba	Qubā	Qubā	JaziratArab_RE	cornuData	villages	[39.58264, 24.44572]
JABALUHUD_395E246N_O	['ara', 'eng']	جبل أحد	جبل أحد	جبل أحد					Jabal Uhud	Ǧabal Uḥud	Ǧabal Uḥud	JaziratArab_RE	cornuData	sites	[39.59145, 24.64886]
MADINA_396E244N_S	['ara', 'eng']	المدينة	المدينة، مدينتة النبي، يثرب	المدينة					al-Madina, Madinta al-Nabi, Yathrib	al-Madīnaŧ	al-Madīnaŧ, Madīntaŧ al-Nabī, Yaṯrib	JaziratArab_RE	cornuData	towns	[39.60908, 24.47782]
